Id	WT30_a	WT30_b	WT30_c	Fluco_a	Fluco_b	Fluco_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.Fluco_a	norm.Fluco_b	norm.Fluco_c	baseMean	WT	Fluco	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNAG_03199	1239	768	440	1320	1413	1144	726	771	413	1549	2596	937	1165.3	637	1694	2.658	1.41	0.000136696581099207	0.00823403462564565	0.1679	0.0323	0.0975	0.0975	TRUE	0.1887
CNAG_03202	4209	2954	2119	2269	1801	2645	2465	2967	1988	2663	3309	2167	2593.02	2473	2713	1.096	0.132	0.557638087162942	0.811819945741889	0.0414	0.0301	0.0363	0.0363	TRUE	0.2406
CNAG_03203	2808	1907	2445	1446	987	2259	1645	1915	2294	1697	1813	1850	1869.1	1951	1787	0.916	-0.126	0.463796319020181	0.746117283180614	0.0142	0.0308	0.0209	0.0209	TRUE	0.2713
CNAG_03204	647	413	498	279	197	500	379	415	467	327	362	410	393.32	420	366	0.874	-0.194	0.294371913991502	0.619704804100144	0.01	0.0404	0.022	0.022	TRUE	0.1319
CNAG_03205	1830	902	1341	697	245	1232	1072	906	1258	818	450	1009	918.86	1079	759	0.706	-0.503	0.0880565088245446	0.375327642753483	0.0902	0.0334	0.0615	0.0615	TRUE	0.6822
CNAG_03206	770	431	524	383	240	612	451	433	492	449	441	501	461.2	459	464	1.014	0.02	0.897847216001876	0.965005665980813	0.0025	0.0386	0.016	0.016	TRUE	0.0609
CNAG_03210	2278	1130	1311	973	656	1309	1334	1135	1230	1142	1205	1072	1186.4	1233	1140	0.923	-0.116	0.418479299466002	0.716022576748648	0.0043	0.0323	0.0139	0.0139	TRUE	0.063
CNAG_03211	74	52	97	34	22	89	43	52	91	40	40	73	56.63	62	51	0.835	-0.26	0.55279738938908	NA	0.1243	0.1131	0.1189	0.1189	TRUE	1.4625
CNAG_03212	971	469	627	431	175	878	569	471	588	506	321	719	529.09	543	515	0.954	-0.069	0.813718602943581	0.932781558311447	0.0808	0.0373	0.0592	0.0592	TRUE	0.2368
CNAG_03213	5088	2477	2052	4298	3302	2774	2980	2488	1925	5044	6066	2272	3462.54	2464	4461	1.809	0.855	0.0112470216557227	0.133230772138924	0.1407	0.0296	0.0817	0.0817	TRUE	0.5088
CNAG_03214	1986	1002	1157	848	590	1367	1163	1006	1086	995	1084	1120	1075.65	1085	1066	0.982	-0.026	0.856168970507809	0.947356012013651	0.0037	0.0327	0.0137	0.0137	TRUE	0.0486
CNAG_03215	699	374	514	290	197	470	409	376	482	340	362	385	392.42	422	362	0.859	-0.22	0.223773939430973	0.553797133049132	0.0081	0.0405	0.0207	0.0207	TRUE	0.1752
CNAG_03216	2005	923	939	895	544	1160	1174	927	881	1050	999	950	997.04	994	1000	1.005	0.007	0.969886173095513	0.987667216990191	0.0128	0.033	0.0205	0.0205	TRUE	0.3064
CNAG_03217	1652	951	1169	881	556	1417	967	955	1097	1034	1021	1161	1039.26	1006	1072	1.067	0.093	0.526692074391841	0.790436141211614	0.0046	0.0328	0.0146	0.0146	TRUE	0.0734
CNAG_03220	4569	2296	2442	2103	1280	2665	2676	2306	2291	2468	2351	2183	2379.27	2424	2334	0.962	-0.056	0.693637494639447	0.878222368287303	0.0056	0.0302	0.014	0.014	TRUE	0.1009
CNAG_03221	22452	5276	7943	7135	3690	12895	13149	5299	7453	8373	6779	10563	8602.67	8634	8572	0.993	-0.01	0.974423692513861	0.990400394253582	0.1083	0.0288	0.0757	0.0757	TRUE	0.802
CNAG_03222	931	226	301	176	89	377	545	227	282	207	164	309	288.92	351	227	0.645	-0.632	0.0915286607866318	0.381954848195474	0.1534	0.0448	0.0972	0.0972	TRUE	1.5557
CNAG_03223	67416	34431	29962	34085	20508	46044	39482	34579	28115	40000	37675	37717	36261.39	34059	38464	1.129	0.175	0.293453663794676	0.619603451110024	0.0146	0.0283	0.0201	0.0201	TRUE	0.2853
CNAG_03224	19	16	27	13	11	31	11	16	25	15	20	25	18.9	17	20	1.18	0.239	0.671187605982807	NA	0.0803	0.2825	0.1733	0.1733	TRUE	0.5397
CNAG_03225	52241	20811	20746	20351	12705	25665	30595	20901	19467	23883	23340	21023	23201.5	23654	22749	0.962	-0.056	0.78514398406941	0.916908799634017	0.0294	0.0284	0.0308	0.0308	TRUE	0.8069
CNAG_03226	14909	8909	9182	7803	4624	9655	8732	8947	8616	9157	8495	7909	8642.58	8765	8520	0.972	-0.041	0.738960286514383	0.899944420747206	0.0024	0.0288	0.0108	0.0108	TRUE	0.0524
CNAG_03227	5752	2837	2129	2769	2494	2724	3369	2849	1998	3250	4582	2231	3046.37	2739	3354	1.224	0.292	0.322493210757291	0.642872042049736	0.0924	0.0298	0.0622	0.0622	TRUE	0.2199
CNAG_03228	7155	3064	2924	3482	2328	3915	4190	3077	2744	4086	4277	3207	3596.87	3337	3857	1.155	0.208	0.333514209457676	0.650225412942675	0.0338	0.0295	0.033	0.033	TRUE	0.6113
CNAG_03229	197	95	102	80	30	127	115	95	96	94	55	104	93.25	102	84	0.837	-0.257	0.407792817384275	0.707911025531947	0.0363	0.0797	0.0581	0.0581	TRUE	0.6531
CNAG_03230	353	254	231	264	251	458	207	255	217	310	461	375	304.11	226	382	1.686	0.753	0.000617930961095184	0.0251305043732022	0.0208	0.044	0.0314	0.0314	TRUE	0.1608
CNAG_03231	287	131	258	78	41	234	168	132	242	92	75	192	150.05	181	120	0.669	-0.58	0.148025412894797	0.458407809850683	0.16	0.0602	0.1083	0.1083	TRUE	1.1383
CNAG_03232	7801	3447	3411	3605	3082	3649	4569	3462	3201	4231	5662	2989	4018.8	3744	4294	1.146	0.197	0.450465372784065	0.737871063423872	0.0627	0.0294	0.0488	0.0488	TRUE	0.1951
CNAG_03233	339	206	269	208	155	442	199	207	252	244	285	362	258.12	219	297	1.36	0.444	0.0553933568883459	0.301780361546151	0.0254	0.0468	0.0346	0.0346	TRUE	0.3807
CNAG_03234	597	296	308	145	128	408	350	297	289	170	235	334	279.24	312	246	0.792	-0.336	0.226617660242196	0.556403642031284	0.0572	0.0454	0.0516	0.0516	TRUE	0.4465
CNAG_03235	3259	1755	1897	1924	1125	2666	1909	1763	1780	2258	2067	2184	1993.28	1817	2170	1.194	0.256	0.0393598594230807	0.249467559166417	0.0014	0.0306	0.0106	0.0106	TRUE	0.0239
CNAG_03236	1362	789	764	814	565	931	798	792	717	955	1038	763	843.8	769	919	1.191	0.253	0.151363517342643	0.461344451456636	0.0129	0.0339	0.0211	0.0211	TRUE	0.2701
CNAG_03237	1280	794	911	593	373	951	750	797	855	696	685	779	760.34	801	720	0.901	-0.15	0.314106992545893	0.636417842716176	0.0036	0.0345	0.0145	0.0145	TRUE	0.0631
CNAG_03238	339	135	187	117	84	216	199	136	175	137	154	177	163.02	170	156	0.919	-0.122	0.621126483092068	0.842373108441558	0.022	0.0577	0.0375	0.0375	TRUE	0.3267
CNAG_03239	818	546	675	437	219	547	479	548	633	513	402	448	504.01	553	454	0.823	-0.281	0.143072989232439	0.45134438549858	0.0142	0.0377	0.0243	0.0243	TRUE	0.1875
CNAG_03240	4557	2293	2477	2452	1524	3378	2669	2303	2324	2878	2800	2767	2623.38	2432	2815	1.157	0.21	0.109430966494271	0.410203413483374	0.0032	0.03	0.012	0.012	TRUE	0.089
CNAG_03241	2614	1745	1740	1398	806	1999	1531	1753	1633	1641	1481	1637	1612.49	1639	1586	0.969	-0.045	0.740182766565174	0.900074186639329	0.0033	0.0312	0.0127	0.0127	TRUE	0.0445
CNAG_03242	1043	536	554	672	535	807	611	538	520	789	983	661	683.58	556	811	1.452	0.538	0.0072572516394269	0.10342431788946	0.0214	0.0352	0.0274	0.0274	TRUE	0.2315
CNAG_03243	1118	553	604	745	683	1009	655	555	567	874	1255	827	788.74	592	985	1.658	0.729	0.00061099232354355	0.0250921914600155	0.0306	0.0343	0.0313	0.0313	TRUE	0.6626
CNAG_03244	2714	1898	1906	1307	895	1677	1589	1906	1788	1534	1644	1374	1639.31	1761	1517	0.861	-0.216	0.156602492221116	0.467992635554374	0.0072	0.0311	0.0161	0.0161	TRUE	0.0894
CNAG_03245	33394	26606	20875	21773	16406	21553	19557	26721	19588	25551	30139	17655	23201.97	21955	24448	1.113	0.155	0.515966919283256	0.783770382925054	0.0457	0.0284	0.041	0.041	TRUE	0.3632
CNAG_03246	1586	1013	1382	839	411	1312	929	1017	1297	985	755	1075	1009.56	1081	938	0.87	-0.201	0.342823615891478	0.657360123242465	0.0297	0.033	0.0313	0.0313	TRUE	0.3656
CNAG_03247	5072	3243	3152	3255	2014	4556	2970	3257	2958	3820	3700	3732	3406.15	3062	3751	1.225	0.293	0.013680790564788	0.146846453803163	0.0012	0.0296	0.0099	0.0099	TRUE	0.0376
CNAG_03248	4086	2884	2933	2626	1782	3257	2393	2896	2752	3082	3274	2668	2844.16	2680	3008	1.122	0.166	0.288737027049133	0.614174880019148	0.0094	0.0299	0.0172	0.0172	TRUE	0.1198
CNAG_03249	12126	7651	7693	5222	3414	7203	7102	7684	7219	6128	6272	5900	6717.44	7335	6100	0.832	-0.266	0.0201335910322844	0.180551936434179	0.0011	0.0289	0.0093	0.0093	TRUE	0.0211
CNAG_03250	2590	1828	2057	1560	1213	2092	1517	1836	1930	1831	2228	1714	1842.61	1761	1924	1.092	0.127	0.47607185229166	0.756337093028675	0.0159	0.0308	0.0223	0.0223	TRUE	0.2266
CNAG_03251	27704	20227	20950	16612	10947	21953	16225	20314	19658	19495	20111	17983	18964.27	18732	19196	1.025	0.035	0.811697786975501	0.931806454432451	0.0068	0.0285	0.0157	0.0157	TRUE	0.168
CNAG_03252	3	2	1	2	1	1	2	2	1	2	2	1	1.62	2	2	1.028	0.04	0.979387379370846	NA	0	2.9984	1.1058	1.1058	TRUE	0.2268
CNAG_03258	2280	2087	2385	1544	1069	2194	1335	2096	2238	1812	1964	1797	1873.71	1890	1858	0.983	-0.024	0.912727238587404	0.9706468051933	0.0379	0.0308	0.0347	0.0347	TRUE	0.8049
CNAG_03259	102	109	166	49	54	118	60	109	156	58	99	97	96.39	108	85	0.782	-0.356	0.387730232035462	0.690967890373379	0.1426	0.0781	0.1108	0.1108	TRUE	0.167
CNAG_03260	3292	1700	1934	1360	674	2236	1928	1707	1815	1596	1238	1832	1685.98	1817	1555	0.857	-0.222	0.234363331927908	0.566274572066709	0.0194	0.0311	0.0245	0.0245	TRUE	0.3727
CNAG_03261	7299	4293	4538	3127	1932	4397	4275	4312	4258	3670	3549	3602	3944.18	4282	3607	0.843	-0.247	0.0225156581145883	0.18991080193084	0	0.0294	0.0082	0.0082	TRUE	0.0028
CNAG_03262	4000	3132	3700	2843	2296	3738	2343	3146	3472	3336	4218	3062	3262.72	2987	3539	1.185	0.244	0.248151910920955	0.578657355954867	0.033	0.0297	0.0319	0.0319	TRUE	0.4353
CNAG_03263	26863	16471	16562	9847	4925	15837	15732	16542	15541	11556	9048	12973	13565.27	15938	11192	0.702	-0.51	0.00317670691153768	0.067878783916653	0.0162	0.0286	0.0214	0.0214	TRUE	0.3419
CNAG_03264	2019	1232	1637	1127	696	1799	1182	1237	1536	1323	1279	1474	1338.44	1318	1359	1.031	0.045	0.791372355190759	0.918878430240588	0.0122	0.0318	0.0196	0.0196	TRUE	0.2502
CNAG_03265	2076	1386	1406	1141	722	1701	1216	1392	1319	1339	1326	1393	1330.98	1309	1353	1.035	0.049	0.710342353180506	0.885988462353471	0.0022	0.0318	0.0118	0.0118	TRUE	0.0478
CNAG_03266	14293	10229	8299	8379	5784	8476	8371	10273	7787	9833	10626	6943	8972.18	8810	9134	1.037	0.052	0.806575938713939	0.928594909608457	0.0347	0.0287	0.0321	0.0321	TRUE	0.5391
CNAG_03267	7581	4110	4240	3770	2241	4855	4440	4128	3979	4424	4117	3977	4177.38	4182	4173	0.998	-0.004	0.977594854107088	0.99115539239627	0.0029	0.0294	0.0112	0.0112	TRUE	0.0357
CNAG_03268	18693	9729	10889	9861	9067	10422	10948	9771	10218	11572	16657	8537	11283.75	10312	12255	1.188	0.249	0.31179809764523	0.635286913774925	0.0576	0.0286	0.0435	0.0435	TRUE	0.3274
CNAG_03269	2702	1838	2261	1702	1218	2430	1582	1846	2122	1997	2238	1991	1962.57	1850	2075	1.122	0.166	0.319309063533406	0.640121937413124	0.0122	0.0307	0.0194	0.0194	TRUE	0.2
CNAG_03270	11883	6414	6249	4667	2493	6372	6959	6442	5864	5477	4580	5220	5756.84	6422	5092	0.793	-0.334	0.0218716870805771	0.187113854323249	0.0075	0.029	0.0151	0.0151	TRUE	0.0932
CNAG_03271	6861	4732	5115	3892	2386	4932	4018	4752	4800	4567	4383	4040	4426.82	4523	4330	0.957	-0.063	0.659452269689477	0.863713382967654	0.0057	0.0293	0.0144	0.0144	TRUE	0.1171
CNAG_03272	289	189	190	159	109	200	169	190	178	187	200	164	181.34	179	184	1.02	0.029	0.885174089372505	0.959564781093964	0	0.0547	0.0236	0.0236	TRUE	0.1039
CNAG_03273	4536	2912	2756	2417	1488	3534	2657	2925	2586	2836	2734	2895	2772.01	2723	2822	1.037	0.052	0.675767054814909	0.869100711276225	0.002	0.0299	0.0109	0.0109	TRUE	0.0509
CNAG_03274	1948	1054	978	673	375	970	1141	1059	918	790	689	795	898.39	1039	758	0.73	-0.454	0.00505086128763648	0.086926548036547	0.0081	0.0336	0.0176	0.0176	TRUE	0.1249
CNAG_03275	1439	1015	955	958	614	1021	843	1019	896	1124	1128	836	974.47	919	1029	1.118	0.162	0.387486551980917	0.690967890373379	0.018	0.0331	0.0241	0.0241	TRUE	0.3304
CNAG_03276	849	584	632	458	236	604	497	587	593	537	434	495	523.76	559	489	0.877	-0.189	0.276505920607501	0.603409135535691	0.0082	0.0374	0.0197	0.0197	TRUE	0.1141
CNAG_03277	529	318	423	221	135	405	310	319	397	259	248	332	310.87	342	280	0.823	-0.282	0.186877271855547	0.50839854316049	0.0181	0.0437	0.0294	0.0294	TRUE	0.3125
CNAG_03279	1021	766	720	622	468	911	598	769	676	730	860	746	729.8	681	779	1.143	0.193	0.262574387873589	0.588878632445684	0.01	0.0348	0.0199	0.0199	TRUE	0.1519
CNAG_03280	2306	1215	1122	1001	639	1309	1351	1220	1053	1175	1174	1072	1174.08	1208	1140	0.943	-0.085	0.592863741570565	0.828076878639566	0.0086	0.0323	0.0173	0.0173	TRUE	0.1515
CNAG_03281	28645	15192	15636	11374	7504	13113	16776	15257	14672	13348	13786	10741	14096.72	15568	12625	0.811	-0.303	0.0532966325792575	0.295906420669414	0.0108	0.0286	0.0176	0.0176	TRUE	0.2088
CNAG_03282	1977	1397	1450	1195	897	1907	1158	1403	1361	1402	1648	1562	1422.3	1307	1537	1.176	0.234	0.129572810223827	0.435662134428191	0.0072	0.0316	0.0165	0.0165	TRUE	0.1225
CNAG_03283	61290	25350	27649	18631	9412	28149	35895	25459	25944	21864	17291	23058	24918.55	29099	20738	0.713	-0.489	0.0158756490996198	0.160643454042904	0.0312	0.0284	0.0295	0.0295	TRUE	0.5111
CNAG_03284	682	568	751	429	142	744	399	570	705	503	261	609	508.05	558	458	0.824	-0.279	0.404422509378547	0.705336717394706	0.1233	0.0377	0.0788	0.0788	TRUE	0.471
CNAG_03285	2910	1887	2032	1487	792	1950	1704	1895	1907	1745	1455	1597	1717.24	1835	1599	0.872	-0.197	0.170443077408742	0.486908886813042	0.0052	0.031	0.0143	0.0143	TRUE	0.0758
CNAG_03286	2074	1562	1787	1231	720	1769	1215	1569	1677	1445	1323	1449	1446.1	1487	1406	0.946	-0.079	0.650916992932712	0.859127666605645	0.015	0.0315	0.0214	0.0214	TRUE	0.3139
CNAG_03287	2012	1459	2023	1433	1022	1910	1178	1465	1898	1682	1878	1565	1610.94	1514	1708	1.128	0.174	0.412008840292838	0.711185846247572	0.0321	0.0312	0.0317	0.0317	TRUE	0.3738
CNAG_03288	1951	1347	1428	1667	1191	2209	1143	1353	1340	1956	2188	1809	1631.52	1279	1984	1.552	0.634	4.30674389486379e-05	0.00366647463582737	0.0079	0.0312	0.0167	0.0167	TRUE	0.106
CNAG_03289	5868	2773	3224	2764	1354	3829	3437	2785	3025	3244	2487	3136	3019.06	3082	2956	0.959	-0.06	0.727733504297872	0.893883806991685	0.0152	0.0298	0.0209	0.0209	TRUE	0.2294
CNAG_03290	3417	2287	2321	1826	1204	2572	2001	2297	2178	2143	2212	2107	2156.25	2159	2154	0.998	-0.003	0.98060257324563	0.991882713956179	0.0024	0.0304	0.0113	0.0113	TRUE	0.0501
CNAG_03291	2180	1118	1153	1013	633	1538	1277	1123	1082	1189	1163	1260	1182.16	1161	1204	1.037	0.053	0.710837331934667	0.885988462353471	0.0042	0.0323	0.0138	0.0138	TRUE	0.0942
CNAG_03292	211	111	81	76	56	155	124	111	76	89	103	127	105.02	104	106	1.027	0.038	0.898973158401987	0.965318042675285	0.0394	0.074	0.0552	0.0552	TRUE	0.5384
CNAG_03293	2578	1955	2236	1075	563	1757	1510	1963	2098	1262	1034	1439	1551.08	1857	1245	0.672	-0.574	0.00474952996865469	0.0853903355274591	0.0261	0.0313	0.0291	0.0291	TRUE	0.3272
CNAG_03294	471	225	304	298	231	399	276	226	285	350	424	327	314.67	262	367	1.391	0.476	0.0179019405816684	0.169632922612788	0.0129	0.0435	0.0258	0.0258	TRUE	0.1959
CNAG_03295	1329	1066	1059	922	512	1355	778	1071	994	1082	941	1110	995.86	948	1044	1.104	0.143	0.434194821818924	0.726039457838537	0.0166	0.033	0.0231	0.0231	TRUE	0.2983
CNAG_03296	1060	566	770	583	349	990	621	568	723	684	641	811	674.67	637	712	1.12	0.164	0.36639382033498	0.676362854440922	0.013	0.0353	0.0221	0.0221	TRUE	0.1786
CNAG_03297	5245	3495	3867	2668	1605	3737	3072	3510	3629	3131	2949	3061	3225.18	3404	3047	0.896	-0.159	0.232775017728557	0.564477207822574	0.0037	0.0297	0.0125	0.0125	TRUE	0.0893
CNAG_03298	9612	3214	5082	3994	2582	6158	5629	3228	4769	4687	4743	5044	4683.43	4542	4825	1.062	0.087	0.693308678939583	0.878152473463569	0.0393	0.0292	0.0348	0.0348	TRUE	0.4552
CNAG_03299	17006	10869	10051	8840	5566	11553	9960	10916	9431	10374	10225	9464	10061.62	10102	10021	0.992	-0.012	0.927023577652659	0.975036647880646	0.0031	0.0287	0.0118	0.0118	TRUE	0.0605
CNAG_03300	1791	1073	1599	754	313	1284	1049	1078	1500	885	575	1052	1023.1	1209	837	0.694	-0.526	0.0455452373195241	0.271373783937669	0.0621	0.0329	0.0488	0.0488	TRUE	0.6519
CNAG_03301	3891	3075	3489	2068	1115	2803	2279	3088	3274	2427	2048	2296	2568.7	2880	2257	0.784	-0.351	0.0622192768785689	0.317928296832276	0.0199	0.0301	0.0251	0.0251	TRUE	0.4086
CNAG_03302	1211	671	1317	520	167	961	709	674	1236	610	307	787	720.53	873	568	0.653	-0.616	0.0887549031079519	0.376795250228905	0.1543	0.0349	0.0927	0.0927	TRUE	0.6262
CNAG_03303	42830	26096	30289	17620	8946	28756	25084	26209	28422	20678	16435	23555	23396.88	26572	20223	0.761	-0.394	0.0250643291169794	0.200699891670385	0.0177	0.0284	0.0222	0.0222	TRUE	0.3277
CNAG_03304	1332	119	98	100	48	130	780	120	92	117	88	106	217.26	331	104	0.315	-1.668	0.0770449657121235	0.349880587533363	0.6344	0.0503	0.3005	0.6344	TRUE	16.6027
CNAG_03305	1169	899	1016	946	599	1418	685	903	953	1110	1100	1162	985.5	847	1124	1.329	0.411	0.0219036352197206	0.187113854323249	0.015	0.0331	0.0221	0.0221	TRUE	0.344
CNAG_03306	2697	1983	2051	2026	1485	2319	1580	1992	1925	2378	2728	1900	2083.48	1832	2335	1.274	0.349	0.0705003729725457	0.33545646908624	0.0224	0.0305	0.0264	0.0264	TRUE	0.2279
CNAG_03307	168	149	174	46	49	129	98	150	163	54	90	106	110.16	137	83	0.61	-0.712	0.0401448922054174	0.251552610715693	0.0804	0.0718	0.0762	0.0762	TRUE	0.8819
CNAG_03308	5330	1262	1204	875	510	1608	3122	1267	1130	1027	937	1317	1466.61	1840	1094	0.595	-0.75	0.0417540165325539	0.258583312861645	0.1739	0.0315	0.097	0.097	TRUE	4.5189
CNAG_03309	2804	1407	1603	1611	1136	2239	1642	1413	1504	1891	2087	1834	1728.5	1520	1937	1.273	0.348	0.013123435880731	0.143974464086714	0.0043	0.031	0.0136	0.0136	TRUE	0.0608
CNAG_03310	1605	763	1025	479	230	984	940	766	962	562	423	806	743.13	889	597	0.673	-0.57	0.0266675631300461	0.206571477929203	0.058	0.0347	0.0462	0.0462	TRUE	0.6415
CNAG_03311	11594	8198	7470	8904	4258	13416	6790	8233	7009	10449	7822	10990	8549	7344	9754	1.328	0.41	0.0262670419330576	0.2050306390496	0.0205	0.0288	0.0244	0.0244	TRUE	0.3649
CNAG_03312	102	72	154	58	27	121	60	72	145	68	50	99	82.22	92	72	0.795	-0.331	0.445540588831066	0.73377988913294	0.1579	0.0867	0.1225	0.1225	TRUE	1.1981
CNAG_03313	86	53	69	21	9	74	50	53	65	25	17	61	45.02	56	34	0.624	-0.681	0.176088517433698	NA	0.1818	0.1349	0.157	0.157	TRUE	3.4278
CNAG_03314	4159	2507	1998	2104	1327	2633	2436	2518	1875	2469	2438	2157	2315.35	2276	2355	1.034	0.048	0.779401698040989	0.914864942653872	0.0149	0.0303	0.0209	0.0209	TRUE	0.2876
CNAG_03315	12804	6983	7506	7300	4858	8467	7499	7013	7043	8567	8925	6936	7663.69	7185	8143	1.133	0.18	0.235088772448915	0.567075397253849	0.009	0.0288	0.0164	0.0164	TRUE	0.2061
CNAG_03316	4367	3175	3408	2594	1975	3611	2558	3189	3198	3044	3628	2958	3095.74	2982	3210	1.076	0.106	0.526461964796082	0.790373770332232	0.0125	0.0298	0.0199	0.0199	TRUE	0.1895
CNAG_03317	4463	3902	3574	2920	1976	3765	2614	3919	3354	3427	3630	3084	3337.86	3296	3380	1.026	0.037	0.847725150239873	0.945088656456606	0.0235	0.0297	0.0261	0.0261	TRUE	0.2758
CNAG_03318	135	75	113	61	50	133	79	75	106	72	92	109	88.8	87	91	1.051	0.072	0.809818893655455	0.930650402446019	0.0293	0.0823	0.0536	0.0536	TRUE	0.2399
CNAG_03319	9984	3968	3935	2870	1630	4135	5847	3985	3692	3368	2994	3387	3879.06	4508	3250	0.721	-0.472	0.0250835573301437	0.200699891670385	0.0355	0.0294	0.0317	0.0317	TRUE	0.8254
CNAG_03320	4130	2242	2350	1528	930	2066	2419	2252	2205	1793	1708	1692	2011.59	2292	1731	0.755	-0.405	0.0010091753357285	0.0346697711137942	0.0014	0.0306	0.0104	0.0104	TRUE	0.0289
CNAG_03321	5444	2563	2423	2267	1655	2908	3188	2574	2274	2660	3040	2382	2686.47	2679	2694	1.005	0.007	0.970246324207801	0.987667216990191	0.0219	0.03	0.0252	0.0252	TRUE	0.3386
CNAG_03322	21604	12511	12666	7852	4113	13441	12652	12565	11885	9215	7556	11010	10813.86	12367	9260	0.749	-0.417	0.0177045747801959	0.169430166582808	0.0178	0.0287	0.0222	0.0222	TRUE	0.2792
CNAG_03323	7136	2704	2913	2979	1932	4122	4179	2716	2733	3496	3549	3376	3341.67	3209	3474	1.082	0.114	0.584825068253472	0.825871143193375	0.0317	0.0296	0.0308	0.0308	TRUE	0.8536
CNAG_03324	2088	1085	1144	1100	728	1429	1223	1090	1073	1291	1337	1171	1197.47	1129	1266	1.12	0.163	0.253664749799164	0.584499973824491	0.0043	0.0322	0.0139	0.0139	TRUE	0.0654
CNAG_03325	4495	3064	2789	2756	1778	3237	2633	3077	2617	3234	3266	2652	2913.16	2776	3051	1.099	0.136	0.391827985853326	0.694969134915297	0.0104	0.0299	0.0178	0.0178	TRUE	0.1609
CNAG_03326	2903	1696	1599	1475	1045	2008	1700	1703	1500	1731	1920	1645	1699.91	1634	1765	1.079	0.109	0.444087954272523	0.73230929442925	0.0048	0.031	0.014	0.014	TRUE	0.0689
CNAG_03327	112	84	109	51	43	105	66	84	102	60	79	86	79.52	84	75	0.897	-0.157	0.617711625170195	0.840957084586716	0.0327	0.0886	0.0579	0.0579	TRUE	0.196
CNAG_03328	5552	3023	2872	2588	1670	3682	3252	3036	2695	3037	3068	3016	3017.28	2994	3040	1.015	0.022	0.872252423316508	0.954216211202643	0.0043	0.0298	0.0127	0.0127	TRUE	0.0929
CNAG_03329	1650	1229	1094	758	499	1018	966	1234	1027	890	917	834	977.89	1076	880	0.818	-0.29	0.0733429387566707	0.341987783781225	0.0081	0.0331	0.0178	0.0178	TRUE	0.1982
CNAG_03330	358	235	283	184	109	292	210	236	266	216	200	239	227.77	237	218	0.927	-0.109	0.58947498289197	0.827184109173491	0.0079	0.0493	0.0246	0.0246	TRUE	0.1241
CNAG_03331	5712	3406	3441	2697	1672	3377	3345	3421	3229	3165	3072	2766	3166.28	3332	3001	0.9	-0.151	0.230680823695065	0.56169899888849	0.0024	0.0297	0.0112	0.0112	TRUE	0.0579
CNAG_03332	2346	2223	2350	1357	919	1783	1374	2233	2205	1592	1688	1461	1758.83	1937	1580	0.816	-0.293	0.186524766426748	0.50839854316049	0.0381	0.0309	0.035	0.035	TRUE	0.7905
CNAG_03333	36252	22376	15255	19033	12659	18386	21231	22472	14314	22336	23256	15061	19778.42	19339	20218	1.045	0.064	0.792877993004506	0.919626013559113	0.0409	0.0285	0.0427	0.0427	TRUE	0.632
CNAG_03335	4604	3270	4013	1907	845	2816	2696	3284	3766	2238	1552	2307	2640.5	3249	2032	0.626	-0.675	0.00183493308602342	0.0509393380619979	0.034	0.03	0.0334	0.0334	TRUE	0.303
CNAG_03336	4854	2563	2558	2420	1490	3639	2843	2574	2400	2840	2737	2981	2729.2	2606	2853	1.095	0.131	0.333171790051929	0.650115594178327	0.004	0.03	0.0128	0.0128	TRUE	0.0777
CNAG_03337	2382	1828	2293	1474	945	2240	1395	1836	2152	1730	1736	1835	1780.54	1794	1767	0.986	-0.021	0.913798911026552	0.970911367977978	0.0237	0.0309	0.0267	0.0267	TRUE	0.2923
CNAG_03338	932	446	664	557	301	702	546	448	623	654	553	575	566.41	539	594	1.102	0.141	0.459015309773134	0.742917435488001	0.0154	0.0367	0.0241	0.0241	TRUE	0.2505
CNAG_03339	287	212	283	134	97	277	168	213	266	157	178	227	201.48	216	187	0.875	-0.192	0.46882234307962	0.750978915836369	0.0402	0.0521	0.0455	0.0455	TRUE	0.2028
CNAG_03340	173	94	96	44	26	123	101	94	90	52	48	101	80.99	95	67	0.713	-0.489	0.173869472269649	0.491872654161148	0.0715	0.0875	0.0795	0.0795	TRUE	1.9254
CNAG_03341	1699	1172	1445	899	420	1463	995	1177	1356	1055	772	1198	1092.16	1176	1008	0.86	-0.218	0.321337735492346	0.641570181713143	0.0328	0.0326	0.0339	0.0339	TRUE	0.3651
CNAG_03342	4481	2396	2835	1201	417	2350	2624	2406	2660	1409	766	1925	1965.22	2563	1367	0.534	-0.905	0.00260177026777259	0.0610746439695882	0.0908	0.0307	0.0645	0.0645	TRUE	0.5087
CNAG_03343	2567	1999	2332	1462	1062	1905	1503	2008	2188	1716	1951	1560	1821.06	1900	1742	0.917	-0.125	0.523332955908808	0.788643125673292	0.0245	0.0308	0.0271	0.0271	TRUE	0.4075
CNAG_03344	543	199	260	118	69	217	318	200	244	138	127	178	200.8	254	148	0.584	-0.776	0.0035152059825387	0.0714795866194574	0.0393	0.0521	0.0451	0.0451	TRUE	0.2527
CNAG_03345	23869	16546	10632	13833	10335	14057	13979	16617	9977	16234	18986	11515	14551.24	13524	15578	1.152	0.204	0.423010932207171	0.71890465854213	0.054	0.0285	0.0466	0.0466	TRUE	0.3533
