Id	WT30_a	WT30_b	WT30_c	WTST30_a	WTST30_b	WTST30_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.WTST30_a	norm.WTST30_b	norm.WTST30_c	baseMean	WT	WTST30	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNAG_01391	5488	3865	3954	880	684	654	2111	2571	2444	1448	1293	1338	1867.49	2375	1360	0.573	-0.804	8.85719505298656e-10	5.37378790278334e-09	0.0067	0.0168	0.0116	0.0116	TRUE	0.1165
CNAG_01726	6562	5626	5766	1028	824	774	2524	3742	3564	1692	1558	1584	2443.84	3277	1611	0.492	-1.023	8.96548985883758e-10	5.43462654502167e-09	0.0204	0.0162	0.0194	0.0194	TRUE	0.495
CNAG_06565	3424	1333	1778	313	253	270	1317	887	1099	515	478	552	808.06	1101	515	0.468	-1.097	9.23633397249436e-10	5.5888067260352e-09	0.0222	0.0201	0.0211	0.0211	TRUE	0.1037
CNAG_01750	33903	26319	27266	5156	4424	4498	13039	17505	16853	8486	8364	9203	12241.74	15799	8684	0.55	-0.863	9.46470379541978e-10	5.72188203582158e-09	0.0129	0.0147	0.0142	0.0142	TRUE	0.2861
CNAG_06162	2737	1732	1723	396	262	217	1053	1152	1065	652	495	444	810.12	1090	530	0.488	-1.036	9.51746752413628e-10	5.74865217567483e-09	0.0166	0.0201	0.0186	0.0186	TRUE	0.4615
CNAG_02762	26344	9101	11346	1731	1870	1804	10132	6053	7013	2849	3535	3691	5545.6	7733	3358	0.434	-1.204	1.00156007567226e-09	6.03876568757198e-09	0.0466	0.0151	0.0277	0.0277	TRUE	0.5923
CNAG_01169	4398	2463	2465	611	518	468	1692	1638	1524	1006	979	958	1299.29	1618	981	0.606	-0.722	1.05836533029787e-09	6.36427847686658e-09	0.0016	0.0179	0.009	0.009	TRUE	0.0314
CNAG_03983	25358	20899	16463	3450	3111	2936	9753	13900	10176	5678	5881	6007	8565.94	11276	5855	0.519	-0.945	1.06795869502226e-09	6.4162731171683e-09	0.0207	0.0148	0.0171	0.0171	TRUE	0.5066
CNAG_00145	2047	1174	1441	257	214	236	787	781	891	423	405	483	628.21	820	437	0.533	-0.909	1.08159638649482e-09	6.49245235719696e-09	0.0046	0.0218	0.0136	0.0136	TRUE	0.0908
CNAG_03456	2457	1939	2352	345	278	293	945	1290	1454	568	526	599	896.88	1230	564	0.459	-1.123	1.1989325486702e-09	7.17137324125148e-09	0.0264	0.0195	0.0227	0.0227	TRUE	0.2996
CNAG_01111	8031	4484	5518	1104	1074	942	3089	2982	3411	1817	2030	1927	2542.78	3161	1925	0.609	-0.716	1.26916725625455e-09	7.57810263932782e-09	0.0034	0.0161	0.0094	0.0094	TRUE	0.0582
CNAG_05223	1816	1287	1534	254	224	193	698	856	948	418	423	395	623.17	834	412	0.495	-1.015	1.29701378690098e-09	7.73755495935561e-09	0.0132	0.0218	0.0176	0.0176	TRUE	0.2315
CNAG_04612	7572	4444	4310	1014	963	881	2912	2956	2664	1669	1821	1802	2304.01	2844	1764	0.62	-0.69	1.32488765263401e-09	7.88995045861223e-09	0.0023	0.0163	0.0087	0.0087	TRUE	0.0372
CNAG_05455	11563	7273	9801	1614	1434	1436	4447	4837	6058	2657	2711	2938	3941.36	5114	2769	0.541	-0.885	1.34431489367878e-09	7.99159827584305e-09	0.0145	0.0155	0.015	0.015	TRUE	0.3183
CNAG_02359	75393	23072	25743	3197	3660	4301	28997	15345	15912	5262	6919	8800	13539.19	20085	6994	0.348	-1.522	1.40671272170578e-09	8.34789151926453e-09	0.1058	0.0146	0.0454	0.0454	TRUE	1.8452
CNAG_04048	6889	4148	4689	1097	928	827	2650	2759	2898	1806	1754	1692	2259.79	2769	1751	0.633	-0.661	1.41188290411091e-09	8.37124273067336e-09	0.0013	0.0164	0.008	0.008	TRUE	0.0204
CNAG_04980	1889	1411	1891	249	199	217	727	938	1169	410	376	444	677.31	945	410	0.434	-1.204	1.45476674713819e-09	8.61796699768836e-09	0.0317	0.0212	0.026	0.026	TRUE	0.1065
CNAG_04372	2457	1467	2249	332	259	231	945	976	1390	546	490	473	803.25	1104	503	0.456	-1.132	1.53793147281675e-09	9.09473088244253e-09	0.0262	0.0201	0.0232	0.0232	TRUE	0.6224
CNAG_07719	10563	6112	6250	1543	1427	1259	4063	4065	3863	2540	2698	2576	3300.71	3997	2605	0.652	-0.618	1.54398011745387e-09	9.12253989187873e-09	6e-04	0.0157	0.0071	0.0071	TRUE	0.0118
CNAG_02294	7783	3851	3958	883	868	741	2993	2561	2446	1453	1641	1516	2101.93	2667	1537	0.576	-0.796	1.65043610841481e-09	9.73455657678604e-09	0.007	0.0165	0.0119	0.0119	TRUE	0.1405
CNAG_03494	4297	2068	2415	502	468	437	1653	1375	1493	826	885	894	1187.66	1507	868	0.576	-0.797	1.71814135147063e-09	1.01104934553228e-08	0.0051	0.0183	0.0114	0.0114	TRUE	0.0878
CNAG_07311	953	567	679	110	97	94	367	377	420	181	183	192	286.68	388	185	0.478	-1.063	1.71864961790347e-09	1.01104934553228e-08	0	0.0307	0.0168	0.0168	TRUE	0.0608
CNAG_04586	7285	4739	3863	960	843	706	2802	3152	2388	1580	1594	1444	2159.97	2781	1539	0.554	-0.853	1.74882535383016e-09	1.02612895436424e-08	0.0101	0.0165	0.0138	0.0138	TRUE	0.1398
CNAG_04700	2441	984	1326	224	183	202	939	654	820	369	346	413	590.14	804	376	0.467	-1.099	1.7529787814055e-09	1.02767622851082e-08	0.02	0.0223	0.0212	0.0212	TRUE	0.1572
CNAG_05792	7889	5357	5746	1079	985	1056	3034	3563	3552	1776	1862	2161	2657.91	3383	1933	0.571	-0.808	1.80729839768335e-09	1.05860512023337e-08	0.0088	0.0161	0.0124	0.0124	TRUE	0.1261
CNAG_04278	1644	1286	1295	222	204	182	632	855	800	365	386	372	568.58	762	374	0.491	-1.025	1.81808975690745e-09	1.064006414729e-08	0.0135	0.0226	0.0181	0.0181	TRUE	0.2743
CNAG_04775	1574	761	935	166	155	145	605	506	578	273	293	297	425.4	563	288	0.51	-0.972	1.82700863130546e-09	1.06830349390484e-08	0.0049	0.0253	0.0151	0.0151	TRUE	0.0924
CNAG_01682	27125	15941	14399	3544	3203	3126	10433	10602	8900	5833	6055	6396	8036.55	9978	6095	0.611	-0.711	1.8594869624288e-09	1.08635716761896e-08	0.0053	0.0149	0.0099	0.0099	TRUE	0.1092
CNAG_02916	14810	5696	5992	1159	1163	1016	5696	3788	3704	1908	2199	2079	3228.87	4396	2062	0.469	-1.093	1.89611304508667e-09	1.10584837405786e-08	0.0348	0.0158	0.0233	0.0233	TRUE	0.819
CNAG_02546	5185	2643	3262	614	648	518	1994	1758	2016	1011	1225	1060	1510.63	1923	1099	0.571	-0.808	2.07192246591241e-09	1.20527197866853e-08	0.0069	0.0174	0.0121	0.0121	TRUE	0.1196
CNAG_01364	6387	2839	4362	703	681	577	2456	1888	2696	1157	1287	1181	1777.66	2347	1208	0.515	-0.958	2.08658999785454e-09	1.2127633289417e-08	0.0163	0.0169	0.0175	0.0175	TRUE	0.3543
CNAG_03447	2372	1307	1482	340	255	233	912	869	916	560	482	477	702.67	899	506	0.564	-0.827	2.27656855234086e-09	1.32091653075463e-08	5e-04	0.021	0.0117	0.0117	TRUE	0.0991
CNAG_05512	3012	2312	2299	444	402	345	1158	1538	1421	731	760	706	1052.31	1372	732	0.534	-0.905	2.44574860444966e-09	1.41544306510293e-08	0.0115	0.0188	0.0151	0.0151	TRUE	0.2283
CNAG_01253	6532	3792	4624	927	840	827	2512	2522	2858	1526	1588	1692	2116.38	2631	1602	0.609	-0.716	2.4825331229477e-09	1.43550571452359e-08	0.0034	0.0165	0.0097	0.0097	TRUE	0.0694
CNAG_01413	15108	6910	8766	1756	1743	1326	5811	4596	5418	2890	3295	2713	4120.54	5275	2966	0.562	-0.831	2.51685493898067e-09	1.45287273607087e-08	0.0116	0.0154	0.0136	0.0136	TRUE	0.1547
CNAG_04990	6372	3853	4263	980	888	724	2451	2563	2635	1613	1679	1481	2070.24	2550	1591	0.624	-0.68	2.5333287297641e-09	1.46095130122613e-08	0.0019	0.0166	0.0087	0.0087	TRUE	0.0426
CNAG_05196	1932	1085	1335	274	204	195	743	722	825	451	386	399	587.58	763	412	0.54	-0.888	2.53516117786916e-09	1.46095130122613e-08	0.0039	0.0223	0.0134	0.0134	TRUE	0.0791
CNAG_01198	4064	3490	4137	588	490	512	1563	2321	2557	968	926	1048	1563.84	2147	981	0.457	-1.13	2.56918004681283e-09	1.47929763613004e-08	0.0345	0.0173	0.0249	0.0249	TRUE	0.6063
CNAG_04936	3325	1689	1749	410	334	332	1279	1123	1081	675	631	679	911.46	1161	662	0.57	-0.812	2.57982229861081e-09	1.48416432238416e-08	0.0047	0.0195	0.0117	0.0117	TRUE	0.0967
CNAG_02123	2002	1196	1402	275	252	216	770	795	867	453	476	442	633.84	811	457	0.564	-0.826	2.69851985878904e-09	1.54981941381469e-08	0.0022	0.0217	0.0115	0.0115	TRUE	0.0437
CNAG_02801	19232	10544	10381	2665	2203	2238	7397	7013	6417	4386	4165	4579	5659.39	6942	4377	0.63	-0.666	2.7109466414612e-09	1.55563805158193e-08	0.0034	0.0151	0.0088	0.0088	TRUE	0.0536
CNAG_04906	7550	4458	4394	1124	931	915	2904	2965	2716	1850	1760	1872	2344.49	2862	1827	0.639	-0.647	2.7420268952483e-09	1.57214181633653e-08	0.0013	0.0163	0.0079	0.0079	TRUE	0.024
CNAG_03606	13411	7424	7159	1655	1576	1533	5158	4938	4425	2724	2980	3136	3893.45	4840	2947	0.609	-0.717	2.88640934639718e-09	1.65073385152183e-08	0.0051	0.0155	0.0101	0.0101	TRUE	0.0687
CNAG_07943	548	218	276	26	32	27	211	145	171	43	60	55	114.15	176	53	0.299	-1.741	2.95832981366607e-09	1.69043854529637e-08	0.0261	0.0555	0.0428	0.0428	TRUE	0.1606
CNAG_05793	2899	1944	1969	422	379	351	1115	1293	1217	695	717	718	959.04	1208	710	0.588	-0.767	3.09335191791054e-09	1.76313254395961e-08	0.0031	0.0192	0.0105	0.0105	TRUE	0.0562
CNAG_05638	11518	5138	5523	1145	1073	1082	4430	3417	3414	1885	2029	2214	2897.98	3754	2043	0.544	-0.879	3.12701694765202e-09	1.77932777953297e-08	0.0149	0.0159	0.0153	0.0153	TRUE	0.3042
CNAG_00081	6640	4339	4142	988	883	828	2554	2886	2560	1626	1669	1694	2164.91	2667	1663	0.624	-0.681	3.15566996513213e-09	1.79412544913595e-08	0.0027	0.0165	0.0089	0.0089	TRUE	0.0627
CNAG_01023	5607	2897	3059	700	667	592	2157	1927	1891	1152	1261	1211	1599.74	1992	1208	0.606	-0.722	3.17161204178002e-09	1.80167768710337e-08	0.0034	0.0172	0.0098	0.0098	TRUE	0.0647
CNAG_02007	20976	9516	10741	2311	2235	2031	8068	6329	6639	3804	4225	4155	5536.7	7012	4061	0.579	-0.788	3.31509446102278e-09	1.87689182642869e-08	0.01	0.0151	0.0125	0.0125	TRUE	0.2125
CNAG_07660	31548	15778	15318	3638	3494	3085	12134	10494	9468	5988	6606	6312	8500.17	10699	6302	0.589	-0.764	3.33088979873015e-09	1.88426044791271e-08	0.0089	0.0148	0.0118	0.0118	TRUE	0.1687
CNAG_04208	4422	2699	2530	623	509	517	1701	1795	1564	1025	962	1058	1350.85	1687	1015	0.602	-0.733	3.43420844471936e-09	1.94108679148149e-08	0.0031	0.0178	0.01	0.01	TRUE	0.0488
CNAG_03728	2420	1119	1323	273	184	219	931	744	818	449	348	448	623	831	415	0.499	-1.002	3.44735026396514e-09	1.94689106157431e-08	0.0135	0.0218	0.0181	0.0181	TRUE	0.2199
CNAG_01046	5913	3849	3722	822	753	758	2274	2560	2301	1353	1424	1551	1910.36	2378	1443	0.606	-0.722	3.48855863835593e-09	1.96852305513224e-08	0.0038	0.0168	0.01	0.01	TRUE	0.0542
CNAG_05483	1595	1292	1287	239	167	172	613	859	796	393	316	352	554.88	756	354	0.469	-1.093	3.52879701802668e-09	1.98791832013024e-08	0.0205	0.0228	0.0217	0.0217	TRUE	0.3333
CNAG_01091	16188	11816	10333	2380	2136	2003	6226	7859	6387	3917	4038	4098	5420.9	6824	4018	0.589	-0.764	3.55240103870446e-09	1.99955330891197e-08	0.0087	0.0152	0.0118	0.0118	TRUE	0.2149
CNAG_00044	7006	4212	3518	879	749	732	2695	2801	2174	1447	1416	1498	2005.15	2557	1454	0.568	-0.815	3.83209391041831e-09	2.15162389651242e-08	0.0096	0.0166	0.013	0.013	TRUE	0.2078
CNAG_04859	1021	782	855	142	103	106	393	520	528	234	195	217	347.77	480	215	0.449	-1.156	3.92516032612083e-09	2.20205393461265e-08	0.0173	0.0278	0.0229	0.0229	TRUE	0.312
CNAG_00019	6121	3814	4727	952	818	737	2354	2537	2922	1567	1546	1508	2072.32	2604	1540	0.592	-0.757	4.03674335675612e-09	2.25904291731926e-08	0.0065	0.0166	0.0112	0.0112	TRUE	0.1386
CNAG_03665	4963	3007	3056	714	614	630	1909	2000	1889	1175	1161	1289	1570.44	1933	1208	0.625	-0.678	4.04374512214533e-09	2.26109411656592e-08	8e-04	0.0173	0.0087	0.0087	TRUE	0.0395
CNAG_03260	3292	1700	1934	421	396	343	1266	1131	1195	693	749	702	955.93	1197	715	0.596	-0.746	4.19818989154364e-09	2.34551796331338e-08	0.002	0.0192	0.0101	0.0101	TRUE	0.031
CNAG_02134	5199	2965	3528	818	651	584	2000	1972	2181	1346	1231	1195	1654.04	2051	1257	0.614	-0.705	4.37381270110777e-09	2.44162509682103e-08	0.0025	0.0171	0.0095	0.0095	TRUE	0.0461
CNAG_04042	946	610	565	118	85	83	364	406	349	194	161	170	273.92	373	175	0.47	-1.089	4.48875157937821e-09	2.50372588094207e-08	0.0037	0.0314	0.0188	0.0188	TRUE	0.0965
CNAG_02323	3393	2310	2625	492	465	415	1305	1536	1623	810	879	849	1166.98	1488	846	0.569	-0.814	4.65050907318511e-09	2.58968775587309e-08	0.0073	0.0183	0.0126	0.0126	TRUE	0.1423
CNAG_04948	8600	7222	6632	1318	1163	1056	3308	4803	4099	2169	2199	2161	3123.14	4070	2176	0.535	-0.903	4.66287543578978e-09	2.59444226833722e-08	0.0164	0.0158	0.0166	0.0166	TRUE	0.1276
CNAG_04402	3021	2582	3248	468	371	333	1162	1717	2008	770	701	681	1173.3	1629	717	0.441	-1.181	4.74248173287444e-09	2.63657085346104e-08	0.0403	0.0183	0.0279	0.0279	TRUE	0.2493
CNAG_04260	5666	3023	3239	753	724	601	2179	2011	2002	1239	1369	1230	1671.6	2064	1279	0.62	-0.691	4.9023985209614e-09	2.72324219479962e-08	0.0021	0.0171	0.0092	0.0092	TRUE	0.0441
CNAG_03959	12670	10704	11201	2103	1710	1481	4873	7119	6923	3461	3233	3030	4773.32	6305	3241	0.514	-0.959	4.95857238911262e-09	2.75219042432565e-08	0.0213	0.0153	0.0191	0.0191	TRUE	0.4838
CNAG_05321	701	545	699	80	80	54	270	362	432	132	151	110	242.92	355	131	0.371	-1.432	5.09907737482715e-09	2.82729771821314e-08	0.0377	0.0336	0.0354	0.0354	TRUE	0.1336
CNAG_02873	2083	1152	1227	243	251	214	801	766	758	400	475	438	606.35	775	438	0.564	-0.827	5.15130370589774e-09	2.8498273644791e-08	6e-04	0.022	0.012	0.012	TRUE	0.0654
CNAG_05221	4213	3406	3885	633	580	499	1620	2265	2401	1042	1097	1021	1574.39	2095	1053	0.503	-0.992	5.14766214751488e-09	2.8498273644791e-08	0.0226	0.0173	0.0198	0.0198	TRUE	0.4825
CNAG_07510	8477	6025	6187	1331	1201	1097	3260	4007	3824	2191	2271	2244	2966.25	3697	2235	0.605	-0.726	5.30702715538084e-09	2.93358262903882e-08	0.0061	0.0159	0.0106	0.0106	TRUE	0.1312
CNAG_02999	1406	802	827	172	150	145	541	533	511	283	284	297	408.12	528	288	0.544	-0.878	5.4971434350505e-09	3.03372484196557e-08	0	0.0258	0.0126	0.0126	TRUE	0.0097
CNAG_04808	15018	9460	8738	2315	1832	1818	5776	6292	5401	3810	3463	3720	4743.72	5823	3664	0.629	-0.668	5.50946139387526e-09	3.03804880929964e-08	0.0038	0.0153	0.0092	0.0092	TRUE	0.0604
CNAG_01182	18924	10625	10773	2699	2452	2339	7278	7067	6659	4442	4636	4786	5811.23	7001	4621	0.66	-0.6	5.60168376478658e-09	3.08639112796412e-08	0.0014	0.0151	0.0074	0.0074	TRUE	0.0224
CNAG_02858	43920	20104	19677	3934	3928	4083	16892	13371	12162	6475	7426	8354	10780.09	14142	7418	0.524	-0.931	5.78614238569245e-09	3.18543354572199e-08	0.023	0.0147	0.0183	0.0183	TRUE	0.3545
CNAG_01317	1362	783	1049	183	133	136	524	521	648	301	251	278	420.65	564	277	0.491	-1.025	5.79303030536726e-09	3.18663688145081e-08	0.0107	0.0255	0.0185	0.0185	TRUE	0.2014
CNAG_01188	1391	815	887	170	137	157	535	542	548	280	259	321	414.22	542	287	0.528	-0.92	5.87483443095356e-09	3.22378566304229e-08	0	0.0256	0.0143	0.0143	TRUE	0.1113
CNAG_02692	15698	9215	8855	1990	1772	1948	6038	6129	5473	3275	3350	3986	4708.47	5880	3537	0.601	-0.734	5.91017255574462e-09	3.24055335034638e-08	0.0076	0.0153	0.0111	0.0111	TRUE	0.1481
CNAG_02209	10543	5840	6783	1418	1392	1319	4055	3884	4193	2334	2632	2699	3299.32	4044	2555	0.631	-0.663	6.05245288971686e-09	3.31588304232911e-08	0.0031	0.0157	0.0089	0.0089	TRUE	0.0695
CNAG_05435	1799	1015	1476	243	195	160	692	675	912	400	369	327	562.55	760	365	0.482	-1.054	6.18620181154462e-09	3.38368762524922e-08	0.0187	0.0226	0.0208	0.0208	TRUE	0.369
CNAG_06713	5062	3010	3574	772	697	605	1947	2002	2209	1271	1318	1238	1664.02	2053	1276	0.622	-0.686	6.40342152764523e-09	3.4940408770412e-08	0.0026	0.0171	0.0092	0.0092	TRUE	0.054
CNAG_00982	3311	2150	2549	482	458	384	1273	1430	1576	793	866	786	1120.64	1426	815	0.572	-0.807	6.43352798625625e-09	3.50482469154812e-08	0.007	0.0185	0.0126	0.0126	TRUE	0.1082
CNAG_00754	13177	7948	9340	2168	1827	1665	5068	5286	5773	3568	3454	3407	4426.04	5376	3476	0.647	-0.629	6.46584660747209e-09	3.51960180392276e-08	0.0022	0.0154	0.0081	0.0081	TRUE	0.0511
CNAG_00812	3211	2405	2463	497	437	369	1235	1600	1522	818	826	755	1126.02	1452	800	0.551	-0.859	6.8431063499252e-09	3.71302896184493e-08	0.0106	0.0185	0.0145	0.0145	TRUE	0.2104
CNAG_02378	5123	2824	3615	628	641	612	1970	1878	2234	1034	1212	1252	1596.78	2027	1166	0.575	-0.799	6.97990569899521e-09	3.78120071319668e-08	0.0081	0.0172	0.0128	0.0128	TRUE	0.1181
CNAG_03106	3602	1774	2488	464	412	363	1385	1180	1538	764	779	743	1064.73	1368	762	0.557	-0.844	7.32731159497127e-09	3.9630639009673e-08	0.0093	0.0187	0.0139	0.0139	TRUE	0.1693
CNAG_03267	7581	4110	4240	971	942	879	2916	2734	2621	1598	1781	1798	2241.26	2757	1726	0.626	-0.677	7.43157292885417e-09	4.00985427857044e-08	0.0028	0.0164	0.0092	0.0092	TRUE	0.0507
CNAG_01528	1228	722	896	161	141	119	472	480	554	265	267	243	380.23	502	258	0.515	-0.957	7.69335730319855e-09	4.13136944879371e-08	0.0045	0.0267	0.0156	0.0156	TRUE	0.096
CNAG_03516	19040	12218	12289	3208	2453	2165	7323	8126	7596	5280	4638	4430	6232.04	7682	4783	0.623	-0.683	7.72542397786109e-09	4.14530469500908e-08	0.0055	0.015	0.0099	0.0099	TRUE	0.101
CNAG_01274	24070	15337	14274	3732	3300	2925	9258	10201	8823	6143	6239	5984	7774.49	9427	6122	0.649	-0.623	7.85189358049314e-09	4.20983249960459e-08	0.0028	0.0149	0.0082	0.0082	TRUE	0.0629
CNAG_02110	7477	4203	4208	1082	967	838	2876	2795	2601	1781	1828	1715	2265.95	2757	1775	0.644	-0.636	8.65576198936402e-09	4.61890543322205e-08	0.0017	0.0164	0.0082	0.0082	TRUE	0.03
CNAG_02257	23566	13778	17176	3662	3142	3092	9064	9164	10617	6027	5940	6326	7856.28	9615	6098	0.634	-0.657	8.78167492821626e-09	4.67872727897182e-08	0.0044	0.0149	0.0092	0.0092	TRUE	0.1016
CNAG_04224	3709	2567	2245	553	453	397	1427	1707	1388	910	856	812	1183.39	1507	859	0.571	-0.809	8.89305843061606e-09	4.7343485455055e-08	0.0079	0.0183	0.013	0.013	TRUE	0.1626
CNAG_00891	21108	15441	14704	3383	3046	2624	8118	10270	9089	5568	5759	5369	7362.03	9159	5565	0.608	-0.719	9.03566840366281e-09	4.80272351149983e-08	0.0073	0.0149	0.0111	0.0111	TRUE	0.1377
CNAG_06627	4590	2895	3204	656	627	596	1765	1925	1980	1080	1185	1219	1525.96	1890	1161	0.614	-0.703	9.33148074980178e-09	4.95606936061181e-08	0.0031	0.0174	0.0099	0.0099	TRUE	0.0456
CNAG_03297	5245	3495	3867	830	749	638	2017	2325	2390	1366	1416	1305	1803.25	2244	1362	0.607	-0.719	9.3501525340827e-09	4.96209739416433e-08	0.0049	0.0169	0.0105	0.0105	TRUE	0.0961
CNAG_05592	18717	14171	12445	2896	2479	2369	7199	9425	7692	4767	4687	4847	6436.06	8105	4767	0.588	-0.766	9.37533333029715e-09	4.97156760402377e-08	0.0103	0.015	0.0126	0.0126	TRUE	0.2479
CNAG_02194	2526	1353	1357	328	252	258	972	900	839	540	476	528	709.05	904	515	0.57	-0.812	9.44502571255487e-09	5.00162805702615e-08	0.0039	0.0209	0.0123	0.0123	TRUE	0.0536
CNAG_04849	2270	1393	1687	325	280	273	873	926	1043	535	529	559	744.19	947	541	0.571	-0.808	9.4467816334565e-09	5.00162805702615e-08	0.0047	0.0206	0.0123	0.0123	TRUE	0.0934
CNAG_04848	9537	4820	5351	1275	1124	1097	3668	3206	3307	2099	2125	2244	2774.88	3394	2156	0.635	-0.655	9.77837134394352e-09	5.16106094999262e-08	0.0026	0.016	0.0089	0.0089	TRUE	0.0614
CNAG_06428	3707	2357	2403	553	427	471	1426	1568	1485	910	807	964	1193.3	1493	894	0.599	-0.74	1.02037974872927e-08	5.36887698535582e-08	0.0031	0.0182	0.0108	0.0108	TRUE	0.0825
CNAG_01820	41273	23755	24550	6397	5829	5254	15874	15800	15174	10529	11020	10750	13191.08	15616	10766	0.689	-0.537	1.04818029727873e-08	5.51087499973462e-08	4e-04	0.0147	0.0062	0.0062	TRUE	0.0075
CNAG_01811	5076	3813	4165	813	702	632	1952	2536	2574	1338	1327	1293	1836.85	2354	1319	0.561	-0.835	1.05798720961699e-08	5.55812350354603e-08	0.0122	0.0169	0.0145	0.0145	TRUE	0.2738
CNAG_04212	4520	1979	2351	485	470	379	1738	1316	1453	798	889	775	1161.68	1502	821	0.546	-0.873	1.06307669510955e-08	5.5805350602304e-08	0.0115	0.0183	0.0155	0.0155	TRUE	0.2307
CNAG_02845	4434	3253	3705	708	595	555	1705	2164	2290	1165	1125	1136	1597.45	2053	1142	0.557	-0.845	1.09996602747035e-08	5.76525117414273e-08	0.0124	0.0172	0.0148	0.0148	TRUE	0.2693
CNAG_00009	2213	1438	1498	342	277	235	851	956	926	563	524	481	716.81	911	523	0.574	-0.8	1.1337730645343e-08	5.92868831662726e-08	0.003	0.0209	0.0121	0.0121	TRUE	0.0534
CNAG_00509	14849	7522	8989	2076	1866	1764	5711	5003	5556	3417	3528	3609	4470.65	5423	3518	0.649	-0.625	1.13344187588282e-08	5.92868831662726e-08	0.0024	0.0153	0.0083	0.0083	TRUE	0.0561
CNAG_06410	3081	1721	1931	422	349	377	1185	1145	1194	695	660	771	941.48	1175	709	0.603	-0.73	1.15919493891894e-08	6.05694996226187e-08	1e-04	0.0193	0.0103	0.0103	TRUE	0.067
CNAG_05691	4910	4100	4563	826	614	574	1888	2727	2820	1360	1161	1174	1855.08	2478	1232	0.497	-1.008	1.18406414941566e-08	6.17736931531171e-08	0.0246	0.0168	0.0217	0.0217	TRUE	0.5315
CNAG_00862	1055	673	689	138	108	112	406	448	426	227	204	229	323.29	427	220	0.517	-0.953	1.22882200628513e-08	6.39610348432742e-08	0	0.0288	0.0153	0.0153	TRUE	0.0402
CNAG_03072	80018	47631	43232	11052	10412	9343	30776	31680	26722	18191	19684	19115	24361.29	29726	18997	0.639	-0.646	1.28216287208624e-08	6.66351057065067e-08	0.0047	0.0145	0.0092	0.0092	TRUE	0.0956
CNAG_04263	784	555	738	105	72	74	302	369	456	173	136	151	264.53	376	153	0.41	-1.287	1.31190448422098e-08	6.80763911911606e-08	0.0279	0.0321	0.0302	0.0302	TRUE	0.1321
CNAG_05760	789	268	362	57	32	31	303	178	224	94	60	63	153.87	235	72	0.31	-1.691	1.42507654933635e-08	7.38359615814406e-08	0.0581	0.0448	0.0502	0.0502	TRUE	0.1839
CNAG_02210	3339	1856	1805	429	362	376	1284	1234	1116	706	684	769	965.68	1211	720	0.594	-0.752	1.45428050504928e-08	7.52915124730251e-08	0.0036	0.0192	0.0112	0.0112	TRUE	0.0577
CNAG_02923	3602	2723	3144	544	480	463	1385	1811	1943	895	907	947	1314.98	1713	916	0.535	-0.902	1.47888488093709e-08	7.65068918939746e-08	0.0163	0.0179	0.0171	0.0171	TRUE	0.3439
CNAG_03753	2363	1600	1857	355	258	294	909	1064	1148	584	488	602	799.07	1040	558	0.537	-0.898	1.49786733217864e-08	7.74298009929416e-08	0.0108	0.0202	0.0162	0.0162	TRUE	0.15
CNAG_03125	1588	408	444	73	51	49	611	271	274	120	96	100	245.56	385	105	0.274	-1.869	1.63325517981674e-08	8.42998503702821e-08	0.1262	0.0334	0.0694	0.0694	TRUE	3.1305
CNAG_04708	1434	381	393	59	47	49	552	253	243	97	89	100	222.34	349	95	0.273	-1.875	1.69570396065752e-08	8.72572949231286e-08	0.1177	0.0354	0.0691	0.0691	TRUE	3.0683
CNAG_02153	5493	3347	3568	832	768	710	2113	2226	2205	1369	1452	1453	1803.02	2181	1425	0.653	-0.615	1.71341094504136e-08	8.80347685712305e-08	5e-04	0.0169	0.0078	0.0078	TRUE	0.0139
CNAG_01755	2989	1734	2263	393	365	367	1150	1153	1399	647	690	751	964.9	1234	696	0.564	-0.827	1.7305165093281e-08	8.88462907857311e-08	0.0087	0.0192	0.014	0.014	TRUE	0.1649
CNAG_00111	6688	4036	4098	1076	883	828	2572	2684	2533	1771	1669	1694	2154.01	2596	1711	0.659	-0.601	1.74690096905465e-08	8.94165246773668e-08	5e-04	0.0165	0.0075	0.0075	TRUE	0.0113
CNAG_03812	7205	4232	4908	1136	970	946	2771	2815	3034	1870	1834	1935	2376.43	2873	1880	0.654	-0.612	1.76646498701771e-08	9.03496846567475e-08	0.0014	0.0163	0.0079	0.0079	TRUE	0.0291
CNAG_04005	7197	4012	4119	1085	928	832	2768	2668	2546	1786	1754	1702	2204.15	2661	1747	0.657	-0.606	1.81604007000153e-08	9.27453169133409e-08	0.0011	0.0164	0.0077	0.0077	TRUE	0.0174
CNAG_01479	2311	1496	1795	309	289	294	889	995	1109	509	546	602	774.97	998	552	0.553	-0.854	1.93556353372201e-08	9.85523220738847e-08	0.0088	0.0204	0.0147	0.0147	TRUE	0.1161
CNAG_03159	2291	1383	2232	299	267	233	881	920	1380	492	505	477	775.7	1060	491	0.464	-1.109	1.97698544157395e-08	1.00435010026587e-07	0.0324	0.0204	0.026	0.026	TRUE	0.8379
