Id	WT30_a	WT30_b	WT30_c	SDS_a	SDS_b	SDS_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.SDS_a	norm.SDS_b	norm.SDS_c	baseMean	WT	SDS	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNAG_06709	2116	1140	1291	1491	2590	1694	1501	1387	1461	1640	2060	2013	1676.93	1450	1904	1.314	0.394	0.00265844074459653	0.0167405247259551	0.0072	0.0177	0.0118	0.0118	TRUE	0.1777
CNAG_02182	54881	26939	27296	44083	61023	33645	38918	32775	30885	48490	48547	39978	39932.03	34193	45672	1.336	0.418	0.00267845017425944	0.0168352632825093	0.0133	0.0147	0.0139	0.0139	TRUE	0.179
CNAG_03080	11248	6143	7033	8731	11847	7581	7976	7474	7958	9604	9425	9008	8574.07	7803	9346	1.198	0.26	0.00268281271766072	0.0168363968625314	0.001	0.0152	0.0053	0.0053	TRUE	0.0165
CNAG_04436	1540	812	876	1115	1719	1092	1092	988	991	1226	1368	1298	1160.45	1024	1297	1.266	0.341	0.00268797026566811	0.0168482572474687	0.0024	0.0191	0.0084	0.0084	TRUE	0.0423
CNAG_01117	77476	46417	46436	69309	79767	55710	54940	56473	52541	76237	63459	66196	61641.17	54651	68631	1.256	0.329	0.00269056495400862	0.0168486789168493	0.0054	0.0147	0.0086	0.0086	TRUE	0.1151
CNAG_07732	1109	647	680	886	1211	812	786	787	769	975	963	965	874.3	781	968	1.239	0.309	0.00271642036926137	0.0169638701144849	0	0.0206	0.0065	0.0065	TRUE	0.002
CNAG_05663	4655	2842	3221	3714	5259	3817	3301	3458	3644	4085	4184	4535	3867.95	3468	4268	1.231	0.3	0.00273765376394157	0.017071533589814	0.0024	0.0159	0.007	0.007	TRUE	0.0363
CNAG_01030	382	179	289	374	530	318	271	218	327	411	422	378	337.76	272	404	1.484	0.57	0.00275677040443876	0.0171272288936833	0.0172	0.0302	0.023	0.023	TRUE	0.2866
CNAG_06973	147	82	107	156	212	132	104	100	121	172	169	157	137.03	108	166	1.532	0.615	0.00275773134059306	0.0171272288936833	0	0.0532	0.0227	0.0227	TRUE	0.0971
CNAG_07959	3702	2139	2253	2761	3873	2848	2625	2602	2549	3037	3081	3384	2879.84	2592	3167	1.221	0.289	0.00276920496436215	0.0171362681178209	0.0014	0.0164	0.0063	0.0063	TRUE	0.0431
CNAG_07681	1045	580	656	909	1165	731	741	706	742	1000	927	869	830.7	730	932	1.277	0.352	0.00282717687718077	0.017383421197679	0.0016	0.0209	0.0088	0.0088	TRUE	0.0477
CNAG_00933	683	180	297	494	926	486	484	219	336	543	737	577	482.82	346	619	1.782	0.834	0.00285675154558257	0.0175176211411763	0.0842	0.0255	0.054	0.054	TRUE	0.4993
CNAG_03733	332	134	168	253	388	254	235	163	190	278	309	302	246.22	196	296	1.502	0.587	0.00292507073463192	0.0178416708360908	0.0137	0.036	0.0237	0.0237	TRUE	0.358
CNAG_01442	4367	2192	2561	3189	4648	2966	3097	2667	2898	3508	3698	3524	3231.86	2887	3577	1.238	0.308	0.00294900275680238	0.0179695747498956	0.0027	0.0162	0.0074	0.0074	TRUE	0.0537
CNAG_03236	1362	789	764	1012	1493	1048	966	960	864	1113	1188	1245	1056.07	930	1182	1.27	0.345	0.00295897032065807	0.0180141263148142	0.0024	0.0196	0.0087	0.0087	TRUE	0.0447
CNAG_06917	1474	582	646	1078	1664	948	1045	708	731	1186	1324	1126	1020.05	828	1212	1.461	0.547	0.00297442547629293	0.0180919763051289	0.0278	0.0198	0.0234	0.0234	TRUE	0.6382
CNAG_03110	4194	1941	2018	3146	4189	2767	2974	2362	2283	3460	3333	3288	2949.96	2540	3360	1.322	0.403	0.00298856202120007	0.018161673501594	0.0109	0.0164	0.0129	0.0129	TRUE	0.2746
CNAG_00798	405	248	348	451	558	394	287	302	394	496	444	468	398.47	328	469	1.435	0.521	0.00299158613559195	0.0181637754445699	0.0132	0.0278	0.0196	0.0196	TRUE	0.35
CNAG_02088	4166	2673	2872	3338	4993	3314	2954	3252	3250	3672	3972	3938	3506.26	3152	3861	1.225	0.293	0.00300355802835591	0.0181756192127864	0.002	0.0161	0.0067	0.0067	TRUE	0.0372
CNAG_03115	1422	619	772	1027	1548	1009	1008	753	874	1130	1232	1199	1032.51	878	1187	1.349	0.432	0.00300425672921461	0.0181756192127864	0.01	0.0197	0.0142	0.0142	TRUE	0.205
CNAG_04909	841	527	582	744	957	723	596	641	659	818	761	859	722.48	632	813	1.287	0.364	0.00301788439558344	0.0182417932003983	0.0021	0.0219	0.0094	0.0094	TRUE	0.0378
CNAG_05090	6579	3156	3606	4933	6742	4298	4665	3840	4080	5426	5364	5107	4746.99	4195	5299	1.263	0.336	0.00303366297889134	0.0183198221966532	0.0053	0.0157	0.0091	0.0091	TRUE	0.1181
CNAG_06650	413	297	445	555	754	487	293	361	504	610	600	579	491.12	386	596	1.549	0.632	0.00303619583442026	0.0183198221966532	0.0359	0.0253	0.0306	0.0306	TRUE	0.8141
CNAG_06601	1692	969	889	1335	1865	1167	1200	1179	1006	1468	1484	1387	1287.25	1128	1446	1.281	0.358	0.00307616669850224	0.0185280306831636	0.0039	0.0187	0.0097	0.0097	TRUE	0.1066
CNAG_00925	76	52	54	101	123	78	54	63	61	111	98	93	79.98	59	101	1.7	0.766	0.00309520195237792	0.0185766899478115	0	0.0807	0.0348	0.0348	TRUE	0.0786
CNAG_01719	211	126	198	272	314	236	150	153	224	299	250	280	226.06	176	276	1.577	0.657	0.0030991760976239	0.0185840957507385	0.0256	0.038	0.0308	0.0308	TRUE	0.6057
CNAG_00276	545	351	435	541	722	496	386	427	492	595	574	589	510.76	435	586	1.35	0.433	0.00310309410294115	0.0185911521255714	0.0054	0.0249	0.0134	0.0134	TRUE	0.1515
CNAG_07544	355	163	191	265	439	271	252	198	216	291	349	322	271.49	222	321	1.441	0.527	0.00320559023220193	0.019154460753122	0.0081	0.0341	0.0192	0.0192	TRUE	0.1627
CNAG_01171	296	121	252	359	479	260	210	147	285	395	381	309	287.86	214	362	1.689	0.756	0.00323203791845795	0.0192564930865856	0.0546	0.0329	0.0438	0.0438	TRUE	0.408
CNAG_02598	254	131	180	247	320	215	180	159	204	272	255	255	220.82	181	261	1.438	0.524	0.00322779117921466	0.0192564930865856	2e-04	0.0385	0.0181	0.0181	TRUE	0.1183
CNAG_06340	955	621	1222	1259	2009	1559	677	756	1383	1385	1598	1852	1275.16	939	1612	1.719	0.781	0.00323071698521409	0.0192564930865856	0.0854	0.0187	0.0499	0.0499	TRUE	1.4591
CNAG_03013	1451	954	848	1264	1663	1106	1029	1161	959	1390	1323	1314	1196.11	1050	1342	1.28	0.356	0.003247096334847	0.0193069083819118	0.0039	0.019	0.0097	0.0097	TRUE	0.0993
CNAG_03619	732	351	468	556	893	573	519	427	530	612	710	681	579.75	492	668	1.356	0.439	0.00324818378999725	0.0193069083819118	0.0075	0.0237	0.0143	0.0143	TRUE	0.1488
CNAG_03960	3785	2399	2333	2912	4567	2841	2684	2919	2640	3203	3633	3376	3075.78	2748	3404	1.24	0.31	0.00328701814701027	0.0195035494952088	0.003	0.0163	0.0077	0.0077	TRUE	0.0426
CNAG_06537	858	497	699	807	1144	774	608	605	791	888	910	920	786.91	668	906	1.357	0.441	0.00340629616729407	0.0200882613970334	0.0109	0.0213	0.015	0.015	TRUE	0.3016
CNAG_03171	3349	2027	2171	2537	3738	2551	2375	2466	2456	2791	2974	3031	2682.17	2432	2932	1.206	0.27	0.00344261347305316	0.0202847998038632	8e-04	0.0165	0.0057	0.0057	TRUE	0.0214
CNAG_05881	6868	3711	3852	5081	6903	4613	4870	4515	4358	5589	5492	5481	5050.94	4581	5521	1.205	0.269	0.00353904429323514	0.0207628013812463	0.0014	0.0156	0.0059	0.0059	TRUE	0.0376
CNAG_06931	320	173	137	329	333	255	227	210	155	362	265	303	253.7	197	310	1.563	0.644	0.00354626654390655	0.0207871907526138	0.0271	0.0354	0.031	0.031	TRUE	0.3586
CNAG_03896	280	153	174	230	334	252	199	186	197	253	266	299	233.29	194	273	1.404	0.489	0.00363338617710274	0.0211879837086077	0	0.0372	0.0159	0.0159	TRUE	0.0782
CNAG_05289	192	60	126	195	278	157	136	73	143	214	221	187	162.32	117	207	1.762	0.817	0.003630877151018	0.0211879837086077	0.0533	0.0471	0.0501	0.0501	TRUE	1.0175
CNAG_04544	529	234	303	416	641	369	375	285	343	458	510	438	401.44	334	469	1.399	0.485	0.00371155241022081	0.0215696216333484	0.0098	0.0277	0.0175	0.0175	TRUE	0.1846
CNAG_05374	1919	1094	1131	1378	2136	1469	1361	1331	1280	1516	1699	1746	1488.68	1324	1654	1.249	0.32	0.003727636198364	0.0216075458951322	0.0026	0.0181	0.0081	0.0081	TRUE	0.0635
CNAG_05557	1969	956	1169	1427	2107	1422	1396	1163	1323	1570	1676	1690	1469.6	1294	1645	1.27	0.345	0.00372686551822738	0.0216075458951322	0.004	0.0182	0.0095	0.0095	TRUE	0.0927
CNAG_00178	1227	788	854	991	1548	1024	870	959	966	1090	1232	1217	1055.57	932	1180	1.268	0.342	0.00386957224666726	0.0223538662494867	0.0031	0.0196	0.0091	0.0091	TRUE	0.0523
CNAG_01354	1296	781	1461	1573	2402	1625	919	950	1653	1730	1911	1931	1515.72	1174	1857	1.583	0.663	0.00391398719974074	0.0225719908066681	0.0572	0.0181	0.0373	0.0373	TRUE	1.5218
CNAG_05291	1718	1029	1297	1463	2180	1409	1218	1252	1468	1609	1734	1674	1492.58	1313	1672	1.275	0.351	0.00393177558314739	0.0226553118138535	0.005	0.0181	0.01	0.01	TRUE	0.1273
CNAG_04857	20234	10677	10933	14791	19547	14173	14348	12990	12370	16270	15551	16841	14728.34	13236	16221	1.225	0.293	0.00403454862862489	0.0231445794846947	0.0036	0.0149	0.0074	0.0074	TRUE	0.0663
CNAG_00550	929	552	743	866	1173	842	659	672	841	953	933	1000	842.88	724	962	1.33	0.412	0.00405817868225627	0.0231866620244836	0.0087	0.0208	0.0136	0.0136	TRUE	0.2342
CNAG_03754	135	60	83	112	213	118	96	73	94	123	169	140	115.92	88	144	1.646	0.719	0.00407610295356493	0.0232303615387204	0.0156	0.0602	0.0359	0.0359	TRUE	0.2595
CNAG_01438	2893	1596	1629	2130	2957	2003	2052	1942	1843	2343	2352	2380	2151.97	1946	2358	1.212	0.277	0.00410933133529287	0.0234000714659582	0.001	0.017	0.0062	0.0062	TRUE	0.0283
CNAG_06817	858	366	318	607	932	617	608	445	360	668	741	733	592.63	471	714	1.511	0.596	0.00412979477009755	0.0234968692372496	0.0349	0.0235	0.0293	0.0293	TRUE	0.7653
CNAG_04655	1147	803	881	1052	1473	1123	813	977	997	1157	1172	1334	1075.09	929	1221	1.316	0.396	0.00420682005578259	0.0237953741603983	0.0077	0.0195	0.0128	0.0128	TRUE	0.1466
CNAG_02867	1621	1101	1548	1888	2297	1770	1149	1340	1752	2077	1827	2103	1707.97	1414	2002	1.417	0.503	0.00430549159055129	0.0242523620989359	0.0257	0.0177	0.0218	0.0218	TRUE	0.5261
CNAG_00668	11228	6366	6122	8269	11212	8238	7962	7745	6927	9096	8920	9789	8406.35	7545	9268	1.228	0.297	0.00433680454844767	0.0244084717407238	0.0037	0.0152	0.0077	0.0077	TRUE	0.0626
CNAG_00053	1029	536	638	831	1070	750	730	652	722	914	851	891	793.36	701	885	1.261	0.334	0.00434117459293888	0.02441280770258	0.0011	0.0212	0.0086	0.0086	TRUE	0.0429
CNAG_01573	1441	1055	1272	1469	2186	1440	1022	1284	1439	1616	1739	1711	1468.44	1248	1689	1.355	0.438	0.0043448481721715	0.0244132231181997	0.014	0.0182	0.0163	0.0163	TRUE	0.3095
CNAG_03326	2903	1696	1599	2236	2943	2152	2059	2063	1809	2460	2341	2557	2214.86	1977	2453	1.24	0.31	0.004392600842605	0.0246549810656098	0.003	0.017	0.0081	0.0081	TRUE	0.0661
CNAG_06909	1137	611	743	849	1368	872	806	743	841	934	1088	1036	908.11	797	1019	1.28	0.356	0.00441869300711066	0.0247461403585669	0.0038	0.0204	0.0101	0.0101	TRUE	0.0643
CNAG_00099	2137	1549	1809	2046	3087	2149	1515	1885	2047	2251	2456	2553	2117.79	1816	2420	1.334	0.416	0.00444119541872261	0.0248311519618935	0.0126	0.0171	0.0149	0.0149	TRUE	0.2572
CNAG_06807	403	175	327	403	517	417	286	213	370	443	411	495	369.79	290	450	1.552	0.634	0.00443905510855496	0.0248311519618935	0.0371	0.0289	0.0329	0.0329	TRUE	0.3504
CNAG_03461	566	349	472	680	721	519	401	425	534	748	574	617	549.72	453	646	1.426	0.512	0.00449348378395165	0.0251028064437892	0.0193	0.0242	0.0215	0.0215	TRUE	0.2787
CNAG_01290	734	225	274	554	826	463	520	274	310	609	657	550	486.82	368	605	1.639	0.713	0.00450850537088974	0.0251659945887854	0.0612	0.0254	0.0432	0.0432	TRUE	1.5492
CNAG_03238	339	135	187	289	360	260	240	164	212	318	286	309	254.91	205	304	1.473	0.559	0.00451641827253727	0.0251894315167334	0.0141	0.0353	0.0238	0.0238	TRUE	0.3192
CNAG_05893	16279	8919	9221	11924	16116	10970	11544	10851	10433	13116	12821	13035	11966.74	10943	12991	1.187	0.247	0.00458262548140897	0.0255167208661048	0.0013	0.015	0.0054	0.0054	TRUE	0.0284
CNAG_03121	1908	1123	1306	1476	2271	1467	1353	1366	1478	1624	1807	1743	1561.73	1399	1725	1.233	0.303	0.00460335421233302	0.025611114247779	0.002	0.018	0.0076	0.0076	TRUE	0.0316
CNAG_04062	2844	1521	2078	2264	3520	2317	2017	1851	2351	2490	2800	2753	2377.04	2073	2681	1.294	0.372	0.00463190802629014	0.0257379174236083	0.0089	0.0168	0.012	0.012	TRUE	0.1654
CNAG_05294	1896	799	904	1341	1873	1330	1345	972	1023	1475	1490	1580	1314.15	1113	1515	1.359	0.442	0.00468084839886635	0.0259116422337946	0.016	0.0186	0.0168	0.0168	TRUE	0.4034
CNAG_03124	3723	2103	2399	2909	3879	2617	2640	2559	2714	3200	3086	3110	2884.74	2638	3132	1.187	0.247	0.00470530971106826	0.0259864906029845	2e-04	0.0164	0.0052	0.0052	TRUE	0.0081
CNAG_00603	1187	714	1182	1333	1783	1354	842	869	1337	1466	1418	1609	1256.9	1016	1498	1.475	0.561	0.00472945964219145	0.0260773945474329	0.0386	0.0188	0.0276	0.0276	TRUE	0.9113
CNAG_03951	1600	797	1434	1783	2214	1484	1135	970	1623	1961	1761	1763	1535.45	1243	1828	1.472	0.558	0.00474300650587238	0.0261096348399566	0.0383	0.018	0.0274	0.0274	TRUE	0.8546
CNAG_00167	1948	889	896	1388	1949	1336	1381	1082	1014	1527	1551	1587	1356.92	1159	1555	1.34	0.422	0.00475930020551829	0.0261356874443928	0.0133	0.0185	0.0153	0.0153	TRUE	0.3449
CNAG_05773	1846	1011	1084	1363	2052	1256	1309	1230	1227	1499	1632	1492	1398.29	1255	1541	1.228	0.296	0.00475232045827147	0.0261356874443928	0.0015	0.0184	0.0072	0.0072	TRUE	0.0329
CNAG_06341	235	118	332	345	599	401	167	144	376	379	477	476	336.39	229	444	1.946	0.96	0.00483964803957475	0.0265125145431308	0.1403	0.0303	0.0804	0.0804	TRUE	3.435
CNAG_06249	1135	692	681	859	1288	884	805	842	771	945	1025	1050	906.21	806	1007	1.25	0.321	0.00489037238458925	0.0267471818647454	0.0012	0.0204	0.0083	0.0083	TRUE	0.0339
CNAG_02066	228	137	182	223	354	205	162	167	206	245	282	244	217.47	178	257	1.448	0.534	0.0049084297711806	0.026802713935706	0.0073	0.0389	0.0212	0.0212	TRUE	0.1947
CNAG_05412	81	49	89	135	155	100	57	60	101	148	123	119	101.4	73	130	1.803	0.85	0.00490761450187882	0.026802713935706	0.0434	0.0667	0.0549	0.0549	TRUE	0.9993
CNAG_01969	393	243	330	401	528	382	279	296	373	441	420	454	377.13	316	438	1.39	0.475	0.00501378000663024	0.0273120128553946	0.0095	0.0286	0.0179	0.0179	TRUE	0.2832
CNAG_00055	3249	1921	2104	2526	3492	2297	2304	2337	2381	2779	2778	2729	2551.28	2341	2762	1.18	0.239	0.00504968362404339	0.0274663263584421	0	0.0166	0.0048	0.0048	TRUE	0.0027
CNAG_05471	1690	933	984	1245	1790	1175	1198	1135	1113	1369	1424	1396	1272.76	1149	1396	1.215	0.281	0.00505020775124998	0.0274663263584421	0	0.0187	0.0064	0.0064	TRUE	0.0177
CNAG_03330	358	235	283	399	448	340	254	286	320	439	356	404	343.21	287	400	1.396	0.482	0.0050813761911494	0.0275915879330466	0.0097	0.03	0.0182	0.0182	TRUE	0.1226
CNAG_04671	1469	604	791	1008	1659	1057	1042	735	895	1109	1320	1256	1059.35	891	1228	1.377	0.462	0.00513451189377205	0.0278355392994101	0.0173	0.0196	0.0186	0.0186	TRUE	0.2751
CNAG_04169	1035	623	636	808	1159	764	734	758	720	889	922	908	821.69	737	906	1.23	0.298	0.0051552814575133	0.0279035266120153	0	0.021	0.007	0.007	TRUE	0.0068
CNAG_05979	1311	598	697	942	1504	863	930	728	789	1036	1197	1025	950.66	816	1086	1.331	0.412	0.00519839277122404	0.028092031692782	0.0104	0.0201	0.0146	0.0146	TRUE	0.1841
CNAG_02809	1848	848	1273	1424	2150	1585	1310	1032	1440	1566	1710	1883	1490.45	1261	1720	1.363	0.447	0.00523742766014556	0.0282265366653404	0.0169	0.0181	0.0178	0.0178	TRUE	0.2985
CNAG_04949	1265	666	1020	1085	1683	1202	897	810	1154	1193	1339	1428	1137.01	954	1320	1.384	0.469	0.00523993064902146	0.0282265366653404	0.0202	0.0192	0.0194	0.0194	TRUE	0.3978
CNAG_02302	227	118	180	219	331	204	161	144	204	241	263	242	209.14	170	249	1.472	0.557	0.00526504001922604	0.0283392868336437	0.0095	0.0399	0.0237	0.0237	TRUE	0.3157
CNAG_00964	452	317	417	530	673	458	321	386	472	583	535	544	473.44	393	554	1.415	0.501	0.0052944990129406	0.0284602868532097	0.0165	0.0257	0.021	0.021	TRUE	0.3581
CNAG_04522	1611	570	780	1187	1660	1092	1142	693	883	1306	1321	1298	1107.04	906	1308	1.441	0.527	0.00536387648707719	0.0287189086777067	0.0296	0.0194	0.0249	0.0249	TRUE	0.433
CNAG_06006	1855	926	1134	1365	2064	1285	1315	1127	1283	1501	1642	1527	1399.25	1242	1557	1.253	0.326	0.00537361585674668	0.0287412166722839	0.0034	0.0184	0.0091	0.0091	TRUE	0.0775
CNAG_03889	324	201	285	350	451	331	230	245	322	385	359	393	322.31	266	379	1.43	0.516	0.00538555141402222	0.0287823559416065	0.0139	0.031	0.0215	0.0215	TRUE	0.3862
CNAG_02371	294	171	263	298	465	294	208	208	298	328	370	349	293.53	238	349	1.47	0.556	0.00540976898073163	0.0288890182892299	0.0189	0.0326	0.0252	0.0252	TRUE	0.5174
CNAG_07367	45	36	31	56	95	56	32	44	35	62	76	67	52.42	37	68	1.859	0.895	0.00544984896591575	0.0290241638469168	0	0.1154	0.0535	0.0535	TRUE	0.1719
CNAG_01511	76	60	80	125	151	95	54	73	91	137	120	113	97.99	73	123	1.719	0.782	0.00552231880357563	0.0293744048045882	0.0257	0.0685	0.046	0.046	TRUE	0.4177
CNAG_06007	676	337	543	625	899	594	479	410	614	687	715	706	602.04	501	703	1.402	0.488	0.00557933707699854	0.0295848819829586	0.0191	0.0234	0.0206	0.0206	TRUE	0.4434
CNAG_00998	3619	1904	2213	2703	3600	2611	2566	2317	2504	2973	2864	3102	2721.07	2462	2980	1.209	0.274	0.00561715206936859	0.0297621291675451	0.0016	0.0165	0.0067	0.0067	TRUE	0.0322
CNAG_01078	1664	973	921	1470	1669	1204	1180	1184	1042	1617	1328	1431	1296.87	1135	1459	1.284	0.36	0.00568220333601987	0.0300598307526418	0.0064	0.0187	0.0114	0.0114	TRUE	0.1089
CNAG_06360	1775	938	1066	1421	1852	1183	1259	1141	1206	1563	1473	1406	1341.36	1202	1481	1.231	0.3	0.00573882484651166	0.0303357054630102	0.0018	0.0185	0.0077	0.0077	TRUE	0.0281
CNAG_01411	306	183	225	269	390	294	217	223	255	296	310	349	274.95	232	318	1.377	0.462	0.00578724899474132	0.0305067438885972	0.0034	0.0338	0.0164	0.0164	TRUE	0.0827
CNAG_04519	531	232	234	411	559	355	377	282	265	452	445	422	373.7	308	440	1.422	0.508	0.00578917419413516	0.0305067438885972	0.0156	0.0287	0.0216	0.0216	TRUE	0.4559
CNAG_00809	7361	5027	6198	7335	9514	6826	5220	6116	7013	8068	7569	8111	7016.14	6116	7916	1.295	0.372	0.00582432308369326	0.0306681359888259	0.0112	0.0153	0.013	0.013	TRUE	0.2017
CNAG_05242	7024	4182	4417	5386	7224	4932	4981	5088	4998	5924	5747	5860	5433.08	5022	5844	1.164	0.219	0.00584518628507662	0.0307541143408764	0	0.0156	0.0043	0.0043	TRUE	0.0026
CNAG_00601	522	240	229	411	497	410	370	292	259	452	395	487	375.99	307	445	1.442	0.528	0.00587865349409784	0.0308822834988161	0.0196	0.0286	0.0236	0.0236	TRUE	0.386
CNAG_04678	7669	4689	4587	5687	8320	5498	5438	5705	5190	6255	6619	6533	5956.77	5444	6469	1.188	0.249	0.00588782911363868	0.0308899605610585	0.0013	0.0155	0.0057	0.0057	TRUE	0.0211
CNAG_02711	54	61	64	103	151	88	38	74	72	113	120	105	87.15	61	113	1.853	0.89	0.00589791174943578	0.0309116209309687	0.0502	0.0752	0.0625	0.0625	TRUE	1.1389
CNAG_02811	19679	7823	14049	20732	21642	15230	13955	9518	15896	22804	17217	18097	16247.89	13123	19373	1.476	0.562	0.0059297435918047	0.0310544564012506	0.043	0.0149	0.03	0.03	TRUE	0.7053
CNAG_06501	5697	3826	3271	4765	6387	4398	4040	4655	3701	5241	5081	5226	4657.37	4132	5183	1.254	0.327	0.0059908862939234	0.0312780529987594	0.0067	0.0157	0.01	0.01	TRUE	0.1481
CNAG_04222	2265	1291	1807	2009	2883	1919	1606	1571	2045	2210	2294	2280	2000.84	1741	2261	1.3	0.378	0.00611920811036422	0.0318011259804522	0.0109	0.0172	0.0132	0.0132	TRUE	0.2802
CNAG_06517	1367	833	1209	1366	1893	1289	969	1013	1368	1503	1506	1532	1315.16	1117	1514	1.356	0.439	0.00614554505344151	0.0318891251357615	0.018	0.0186	0.0177	0.0177	TRUE	0.4607
CNAG_05618	2534	1637	1899	2152	3198	2058	1797	1992	2149	2367	2544	2445	2215.65	1979	2452	1.24	0.311	0.00620210259774197	0.0321089006243405	0.0039	0.017	0.0088	0.0088	TRUE	0.0803
CNAG_00769	5584	2568	2307	3994	5557	3719	3960	3124	2610	4393	4421	4419	3821.26	3231	4411	1.364	0.448	0.00622511942150232	0.0321544249174629	0.0218	0.016	0.0191	0.0191	TRUE	0.4756
CNAG_07407	223	151	169	247	314	193	158	184	191	272	250	229	213.98	178	250	1.414	0.5	0.00622282648587878	0.0321544249174629	0.004	0.0393	0.0192	0.0192	TRUE	0.1118
CNAG_02930	1830	1136	1120	1405	1984	1409	1298	1382	1267	1545	1578	1674	1457.52	1316	1599	1.216	0.282	0.00631344042751355	0.0325610288816707	9e-04	0.0182	0.007	0.007	TRUE	0.0228
CNAG_01146	3391	2141	2630	2862	4291	2958	2405	2605	2976	3148	3414	3515	3010.31	2662	3359	1.262	0.336	0.00636769613006963	0.0328158929742646	0.007	0.0163	0.0106	0.0106	TRUE	0.1292
CNAG_06278	4031	2823	2522	3468	4761	3175	2858	3435	2854	3815	3788	3773	3420.26	3049	3792	1.244	0.315	0.0064177138324335	0.033048043324298	0.0056	0.0161	0.0093	0.0093	TRUE	0.1477
CNAG_02087	258	193	177	207	576	289	183	235	200	228	458	343	274.56	206	343	1.672	0.741	0.0064891099160406	0.0333150215371592	0.0645	0.0338	0.0495	0.0495	TRUE	0.12
CNAG_05801	249	87	246	227	514	357	177	106	278	250	409	424	273.93	187	361	1.931	0.949	0.00650541384311698	0.0333734619395003	0.1374	0.0339	0.0836	0.0836	TRUE	0.6384
CNAG_00501	218	103	149	182	300	184	155	125	169	200	239	219	184.33	150	219	1.465	0.551	0.00654438573263923	0.0335439857450842	0.0073	0.0433	0.0239	0.0239	TRUE	0.1908
CNAG_04939	1955	1089	1329	1453	2317	1537	1386	1325	1504	1598	1843	1826	1580.47	1405	1756	1.25	0.322	0.00659209814684408	0.0337415921750163	0.0042	0.0179	0.0095	0.0095	TRUE	0.0742
CNAG_05501	356	242	307	365	489	395	252	294	347	401	389	469	359.02	298	420	1.411	0.497	0.00661795804359019	0.0338229023750028	0.015	0.0293	0.0212	0.0212	TRUE	0.2362
CNAG_07751	1016	553	669	791	1193	732	720	673	757	870	949	870	806.53	717	896	1.251	0.323	0.00661740695061863	0.0338229023750028	0.0017	0.0211	0.0089	0.0089	TRUE	0.0326
CNAG_05431	1957	1331	1447	1730	2317	1911	1388	1619	1637	1903	1843	2271	1776.88	1548	2006	1.296	0.374	0.00662668566514259	0.0338420046543652	0.0098	0.0176	0.0131	0.0131	TRUE	0.1607
CNAG_04110	1983	1230	1400	1608	2718	1510	1406	1496	1584	1769	2162	1794	1702	1495	1908	1.277	0.353	0.00663815576626804	0.0338750732933257	0.0075	0.0177	0.0116	0.0116	TRUE	0.1657
CNAG_05535	1623	971	1391	1474	2180	1647	1151	1181	1574	1621	1734	1957	1536.47	1302	1771	1.361	0.444	0.00671970891590705	0.0342654630584073	0.0201	0.018	0.0187	0.0187	TRUE	0.3988
CNAG_07706	339	308	340	447	608	419	240	375	385	492	484	498	412.18	333	491	1.479	0.565	0.00681286773399698	0.0346363335621945	0.0301	0.0274	0.0288	0.0288	TRUE	0.7178
CNAG_05365	3989	2153	2676	3216	4136	2931	2829	2619	3028	3537	3290	3483	3131.09	2825	3437	1.216	0.282	0.00682332981593345	0.0346635376866372	0.0028	0.0163	0.0075	0.0075	TRUE	0.0485
CNAG_06067	3294	1774	2060	2532	3250	2466	2336	2158	2331	2785	2586	2930	2520.98	2275	2767	1.215	0.281	0.00684374912275681	0.0347412474180664	0.0023	0.0167	0.0074	0.0074	TRUE	0.0404
CNAG_00907	228	171	218	296	378	236	162	208	247	326	301	280	253.85	206	302	1.478	0.564	0.00693920839281496	0.0351731773692609	0.0205	0.0354	0.0273	0.0273	TRUE	0.387
CNAG_02733	206	106	112	312	210	165	146	129	127	343	167	196	184.68	134	235	1.752	0.809	0.00706415916720356	0.0356997969239751	0.0748	0.0432	0.0591	0.0591	TRUE	1.5868
CNAG_01827	322	333	334	429	650	483	228	405	378	472	517	574	429.05	337	521	1.551	0.633	0.00711052878961819	0.0358494408765568	0.0473	0.0269	0.0374	0.0374	TRUE	0.9555
CNAG_01989	420	209	292	408	482	322	298	254	330	449	383	383	349.56	294	405	1.375	0.459	0.00711491409906303	0.0358494408765568	0.0084	0.0297	0.018	0.018	TRUE	0.1483
CNAG_02055	3360	1368	1475	2620	3094	2159	2383	1664	1669	2882	2461	2565	2270.78	1905	2636	1.382	0.467	0.00713341959152489	0.0358893558380725	0.0263	0.0169	0.0212	0.0212	TRUE	0.5863
CNAG_02192	16	10	29	37	70	41	11	12	33	41	56	49	33.57	19	49	2.614	1.386	0.00716665774412065	0.0360031650523157	0.1337	0.1721	0.1539	0.1539	TRUE	1.7518
CNAG_01192	657	416	572	657	892	639	466	506	647	723	710	759	635.14	540	731	1.355	0.439	0.00726817730624092	0.0362980695809469	0.0138	0.0229	0.0176	0.0176	TRUE	0.3525
CNAG_04449	1073	737	663	1014	1234	833	761	897	750	1115	982	990	915.77	803	1029	1.283	0.36	0.00735884180232689	0.0367238153814429	0.0062	0.0204	0.0118	0.0118	TRUE	0.1219
